OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,Site description,HUC,Latitude,Longitude,Waterbody type,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,Parameter,USGSPCode,ResultMeasureValue,MethodSpecificationName,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultCommentText,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Orebaugh- 2017,10/24/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Orebaugh,,2070006,38.665332,-78.832425,Spring,STORET-710133925,,,"Beryllium, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Huffman- 2017,11/1/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Huffman,,2070005,38.642984,-78.448406,Spring,STORET-686334052,,,"Boron, Dissolved mg/l",,0.0463,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Fisher's Hill- 2017,11/8/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Fisher's Hill,,2070006,38.986419,-78.404037,Spring,STORET-726877056,,,"Boron, Dissolved mg/l",,0.0505,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Orebaugh- 2017,10/24/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Orebaugh,,2070006,38.665332,-78.832425,Spring,STORET-710133948,,,"Boron, Dissolved mg/l",,0.0669,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Cedar 2017,11/8/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Cedar Creek,,2070006,39.04274183,-78.33276,Spring,STORET-686329478,,,"Boron, Dissolved mg/l",,0.068,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Cave 2017,9/27/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Cave,,2080201,38.364562,-79.468057,Spring,STORET-686327659,,,"Boron, Dissolved mg/l",,0.0687,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Mountain- 2017,10/17/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Mountain,,2070006,39.01659204,-78.45685137,Spring,STORET-686341021,,,"Boron, Dissolved mg/l",,0.0791,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Cave 2017,9/27/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Cave,,2080201,38.364562,-79.468057,Spring,STORET-686327634,,,"Boron, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Cedar 2017,11/8/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Cedar Creek,,2070006,39.04274183,-78.33276,Spring,STORET-686329453,,,"Boron, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Fisher's Hill- 2017,11/8/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Fisher's Hill,,2070006,38.986419,-78.404037,Spring,STORET-726877011,,,"Boron, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Huffman- 2017,11/1/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Huffman,,2070005,38.642984,-78.448406,Spring,STORET-686334027,,,"Boron, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Mountain- 2017,10/17/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Mountain,,2070006,39.01659204,-78.45685137,Spring,STORET-686340996,,,"Boron, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
FRESHWATER_INSTITUTE,The Conservation Fund Freshwater Institute,FRESHWATER_INSTITUTE-Orebaugh- 2017,10/24/2017,,,FRESHWATER_INSTITUTE-Sacharuna Springs- Orebaugh,,2070006,38.665332,-78.832425,Spring,STORET-710133923,,,"Boron, Total mg/l",,0,,Final,,Actual,,,,200.8(W),USEPA,Metals in Waters by ICP/MS,,0,https://www.nemi.gov/methods/method_summary/4665/,,,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800170,11/14/2017,15:30:00,EST,USGS-01632802,,2070006,38.4726667,-78.7750111,Spring,83773072,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",12/1/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701336,7/18/2017,15:45:00,EDT,USGS-01632833,,2070006,38.4994444,-78.7394444,Stream,94300637,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01700714,3/21/2017,13:30:00,EDT,USGS-01632835,,2070006,38.5120556,-78.7449722,Spring,19543782,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",3/31/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800174,11/14/2017,14:15:00,EST,USGS-01632835,,2070006,38.5120556,-78.7449722,Spring,84045458,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",12/1/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800173,11/14/2017,13:00:00,EST,USGS-0163285551,,2070006,38.5424167,-78.7646944,Spring,83911136,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",12/1/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800172,11/14/2017,11:15:00,EST,USGS-01632878,,2070006,38.5647222,-78.7147222,Stream,84421034,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",12/1/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01700712,3/21/2017,10:00:00,EDT,USGS-01632909,,2070006,38.7109497,-78.620848,Stream,17788570,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",3/31/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800171,11/14/2017,10:00:00,EST,USGS-01632909,,2070006,38.7109497,-78.620848,Stream,83911043,,Not Detected,"Bromide, Dissolved mg/l",71870,0.01,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",12/1/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701323,7/18/2017,17:15:00,EDT,USGS-01632835,,2070006,38.5120556,-78.7449722,Spring,94029816,,,"Bromide, Dissolved mg/l",71870,0.011,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701325,7/18/2017,17:17:00,EDT,USGS-01632804,,2070006,38.4763889,-78.7775,Stream,94029545,,,"Bromide, Dissolved mg/l",71870,0.012,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701332,7/18/2017,16:30:00,EDT,USGS-01632839,,2070006,38.5247222,-78.7494444,Stream,93996381,,,"Bromide, Dissolved mg/l",71870,0.012,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701335,7/18/2017,15:00:00,EDT,USGS-01632837,,2070006,38.5163889,-78.7508333,Stream,94027616,,,"Bromide, Dissolved mg/l",71870,0.013,,Accepted,,Estimated,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,result may be affected by interferencebelow the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701334,7/18/2017,14:00:00,EDT,USGS-01632840,,2070006,38.538455,-78.7505782,Stream,94333540,,,"Bromide, Dissolved mg/l",71870,0.013,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701341,7/19/2017,8:00:00,EDT,USGS-01632879,,2070006,38.5675,-78.7144444,Stream,94022143,,,"Bromide, Dissolved mg/l",71870,0.014,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01700716,3/21/2017,14:30:00,EDT,USGS-01632802,,2070006,38.4726667,-78.7750111,Spring,17852196,,,"Bromide, Dissolved mg/l",71870,0.015,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",3/31/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701337,7/18/2017,15:15:00,EDT,USGS-01632862,,2070006,38.5861111,-78.7063889,Stream,94027477,,,"Bromide, Dissolved mg/l",71870,0.015,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701339,7/19/2017,9:45:00,EDT,USGS-01632866,,2070006,38.525,-78.7113889,Stream,93994642,,,"Bromide, Dissolved mg/l",71870,0.015,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701319,7/19/2017,8:45:00,EDT,USGS-01632877,,2070006,38.555,-78.7077778,Stream,94475063,,,"Bromide, Dissolved mg/l",71870,0.015,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01700713,3/21/2017,11:15:00,EDT,USGS-01632878,,2070006,38.5647222,-78.7147222,Stream,19608855,,,"Bromide, Dissolved mg/l",71870,0.015,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",3/31/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701329,7/18/2017,10:00:00,EDT,USGS-01632896,,2070006,38.66,-78.6566667,Stream,94029452,,,"Bromide, Dissolved mg/l",71870,0.015,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800096,10/26/2017,10:30:00,EDT,USGS-0164572684,,2070008,38.9030611,-77.3205139,Stream,82044773,,,"Bromide, Dissolved mg/l",71870,0.015,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",12/1/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701338,7/18/2017,12:15:00,EDT,USGS-01632860,,2070006,38.5692875,-78.7189095,Stream,94300497,,,"Bromide, Dissolved mg/l",71870,0.016,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701327,7/18/2017,14:30:00,EDT,USGS-01632882,,2070006,38.5861111,-78.7061111,Stream,93993955,,,"Bromide, Dissolved mg/l",71870,0.016,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701326,7/18/2017,13:15:00,EDT,USGS-01632883,,2070006,38.5883333,-78.7019444,Stream,93996757,,,"Bromide, Dissolved mg/l",71870,0.016,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701346,7/18/2017,12:15:00,EDT,USGS-01632887,,2070006,38.6008333,-78.6830556,Stream,94021899,,,"Bromide, Dissolved mg/l",71870,0.016,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701320,7/18/2017,12:15:00,EDT,USGS-01632890,,2070006,38.6142862,-78.67224,Stream,94474911,,,"Bromide, Dissolved mg/l",71870,0.016,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701333,7/18/2017,16:30:00,EDT,USGS-01632816,,2070006,38.4836111,-78.7725,Stream,94301560,,,"Bromide, Dissolved mg/l",71870,0.017,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701316,7/18/2017,14:30:00,EDT,USGS-01632857,,2070006,38.5475,-78.7519444,Stream,94510915,,,"Bromide, Dissolved mg/l",71870,0.017,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701328,7/18/2017,11:00:00,EDT,USGS-01632892,,2070006,38.6280556,-78.6641667,Stream,93996476,,,"Bromide, Dissolved mg/l",71870,0.017,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701322,7/18/2017,10:15:00,EDT,USGS-0163289788,,2070006,38.6755556,-78.6402778,Stream,94219562,,,"Bromide, Dissolved mg/l",71870,0.017,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701317,7/19/2017,9:30:00,EDT,USGS-01632871,,2070006,38.5383333,-78.7027778,Stream,94510744,,,"Bromide, Dissolved mg/l",71870,0.019,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701321,7/18/2017,11:15:00,EDT,USGS-01632893,,2070006,38.6411111,-78.6572222,Stream,94474810,,,"Bromide, Dissolved mg/l",71870,0.019,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701345,7/18/2017,10:30:00,EDT,USGS-01632894,,2070006,38.6453964,-78.6447383,Stream,94299154,,,"Bromide, Dissolved mg/l",71870,0.019,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection level,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01700715,3/21/2017,12:00:00,EDT,USGS-0163285551,,2070006,38.5424167,-78.7646944,Spring,17852185,,,"Bromide, Dissolved mg/l",71870,0.02,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",3/31/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701315,7/18/2017,13:15:00,EDT,USGS-01632859,,2070006,38.5573434,-78.7316881,Stream,94477704,,,"Bromide, Dissolved mg/l",71870,0.02,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701318,7/19/2017,8:00:00,EDT,USGS-01632874,,2070006,38.555,-78.7061111,Stream,94477538,,,"Bromide, Dissolved mg/l",71870,0.02,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701331,7/18/2017,16:30:00,EDT,USGS-01632802,,2070006,38.4726667,-78.7750111,Spring,94027714,,,"Bromide, Dissolved mg/l",71870,0.021,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701340,7/19/2017,8:45:00,EDT,USGS-01632878,,2070006,38.5647222,-78.7147222,Stream,94027396,,,"Bromide, Dissolved mg/l",71870,0.021,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701343,7/18/2017,9:15:00,EDT,USGS-01632902,,2070006,38.7016667,-78.6352778,Stream,94021991,,,"Bromide, Dissolved mg/l",71870,0.021,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701324,7/18/2017,15:15:00,EDT,USGS-0163285551,,2070006,38.5424167,-78.7646944,Spring,94029713,,,"Bromide, Dissolved mg/l",71870,0.022,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/12/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701347,7/18/2017,9:00:00,EDT,USGS-01632913,,2070006,38.7122222,-78.6363889,Stream,94330693,,,"Bromide, Dissolved mg/l",71870,0.022,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/14/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800094,10/26/2017,9:00:00,EDT,USGS-01645784,,2070008,38.930111,-77.344985,Stream,83489550,,,"Bromide, Dissolved mg/l",71870,0.022,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",11/1/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701344,7/18/2017,13:15:00,EDT,USGS-01632854,,2070006,38.5340108,-78.7619675,Stream,93994135,,,"Bromide, Dissolved mg/l",71870,0.028,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,below the reporting level but at or above the detection levelsample was diluted,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01701342,7/18/2017,11:15:00,EDT,USGS-0163289259,,2070006,38.6315972,-78.6554083,Stream,93994307,,,"Bromide, Dissolved mg/l",71870,0.031,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",8/11/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800105,10/25/2017,13:30:00,EDT,USGS-01645745,,2070008,38.9099444,-77.33775,Stream,84061962,,,"Bromide, Dissolved mg/l",71870,0.033,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",11/13/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800081,10/25/2017,14:00:00,EDT,USGS-0164592829,,2070008,38.9961667,-77.3047972,Stream,84197818,,,"Bromide, Dissolved mg/l",71870,0.034,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",11/14/2017,,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01700711,3/21/2017,12:30:00,EDT,USGS-01632854,,2070006,38.5340108,-78.7619675,Stream,17852624,,,"Bromide, Dissolved mg/l",71870,0.036,,Accepted,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",3/31/2017,below the reporting level but at or above the detection levelsample was diluted,
USGS-VA,USGS Virginia Water Science Center,nwisva.01.01800078,10/26/2017,10:30:00,EDT,USGS-0164571592,,2070008,38.9002917,-77.3169889,Stream,83915397,,,"Bromide, Dissolved mg/l",71870,0.036,,Preliminary,,Actual,,,,IC027,USGS,New ion chromatography method,https://www.nemi.gov/methods/method_summary/5536/,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",11/1/2017,,
