FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,FSF_COLL_DATETIME,FSF_STA_ID,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSS_TISSUE_SEDIMENT_IND,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_LAB_RECEIVE_DATE,FSS_DIGESTION_DATE,FSS_PCB_204_REC,FSS_WATER_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,PCB204Recov,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_PEAKHRI,TSR_HRIID
V97S052,1997-06-10T00:00:00Z,2-JMS081.19,,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,0.374329147338867,,1997-12-08T00:00:00Z,1,0.277999997138977,,N/A,,HALE,,,,0.277999997138977,0.367870837450027,,,0.277999997138977,,,1997-06-10T00:00:00Z,2-JMS081.19,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,S,R,1,V97S052,1997-06-12T00:00:00Z,1997-08-09T00:00:00Z,0,0.374329147338867,1997-12-08T00:00:00Z,1,0,0.277999997138977,PCB153+132,N/A,HALE,1997-12-08T00:00:00Z,0.277999997138977,0.367870837450027,,,0.277999997138977,,3163
V97S052,1997-06-10T00:00:00Z,2-JMS081.19,,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,0.374329147338867,,1997-12-08T00:00:00Z,1,1.31200003623962,,50-29-3,,HALE,,,,1.31200003623962,1.7361387014389,,,1.31200003623962,,,1997-06-10T00:00:00Z,2-JMS081.19,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,S,R,1,V97S052,1997-06-12T00:00:00Z,1997-08-09T00:00:00Z,0,0.374329147338867,1997-12-08T00:00:00Z,1,0,1.31200003623962,50-29-3,50-29-3,HALE,1997-12-08T00:00:00Z,1.31200003623962,1.7361387014389,,,1.31200003623962,,3243
V97S052,1997-06-10T00:00:00Z,2-JMS081.19,,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,0.374329147338867,,1997-12-08T00:00:00Z,1,0.597000002861023,,N/A,,HALE,,,,0.597000002861023,0.789996027946472,,,0.597000002861023,,,1997-06-10T00:00:00Z,2-JMS081.19,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,S,R,1,V97S052,1997-06-12T00:00:00Z,1997-08-09T00:00:00Z,0,0.374329147338867,1997-12-08T00:00:00Z,1,0,0.597000002861023,PCB138+158,N/A,HALE,1997-12-08T00:00:00Z,0.597000002861023,0.789996027946472,,,0.597000002861023,,3256
V97S052,1997-06-10T00:00:00Z,2-JMS081.19,,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,0.374329147338867,,1997-12-08T00:00:00Z,1,0.150000005960464,,,,HALE,,,,0.150000005960464,0.198491469025612,,,0.150000005960464,,,1997-06-10T00:00:00Z,2-JMS081.19,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,S,R,1,V97S052,1997-06-12T00:00:00Z,1997-08-09T00:00:00Z,0,0.374329147338867,1997-12-08T00:00:00Z,1,0,0.150000005960464,52663-68-0,,HALE,1997-12-08T00:00:00Z,0.150000005960464,0.198491469025612,,,0.150000005960464,,3313
V97S052,1997-06-10T00:00:00Z,2-JMS081.19,,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,0.374329147338867,,1997-12-08T00:00:00Z,1,0.291000008583069,,,,HALE,,,,0.291000008583069,0.385073453187943,,,0.291000008583069,,,1997-06-10T00:00:00Z,2-JMS081.19,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,S,R,1,V97S052,1997-06-12T00:00:00Z,1997-08-09T00:00:00Z,0,0.374329147338867,1997-12-08T00:00:00Z,1,0,0.291000008583069,35065-29-3,,HALE,1997-12-08T00:00:00Z,0.291000008583069,0.385073453187943,,,0.291000008583069,,3483
V97S052,1997-06-10T00:00:00Z,2-JMS081.19,,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-12T00:00:00Z,,,,,,,,,,,,,,,,,,0.374329147338867,,1997-12-08T00:00:00Z,1,0.437000006437302,,3268-87-9,,HALE,,,,0.437000006437302,0.578271806240082,,,0.437000006437302,,,1997-06-10T00:00:00Z,2-JMS081.19,1997-06-11T00:00:00Z,1997-06-12T00:00:00Z,S,R,1,V97S052,1997-06-12T00:00:00Z,1997-08-09T00:00:00Z,0,0.374329147338867,1997-12-08T00:00:00Z,1,0,0.437000006437302,3268-87-9,3268-87-9,HALE,1997-12-08T00:00:00Z,0.437000006437302,0.578271806240082,,,0.437000006437302,,4339
V97S053,1997-07-02T00:00:00Z,2-CHK054.37,,1997-07-03T00:00:00Z,1997-07-04T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-04T00:00:00Z,,,,,,,,,,,,,,,,,,0.251598682403565,,1997-12-30T00:00:00Z,1,0.273999989032745,,3268-87-9,,HALE,,,,0.273999989032745,0.37761852145195,,,0.273999989032745,,,1997-07-02T00:00:00Z,2-CHK054.37,1997-07-03T00:00:00Z,1997-07-04T00:00:00Z,S,R,1,V97S053,1997-07-04T00:00:00Z,1997-08-31T00:00:00Z,0,0.251598682403565,1997-12-30T00:00:00Z,1,0,0.273999989032745,3268-87-9,3268-87-9,HALE,1997-12-30T00:00:00Z,0.273999989032745,0.37761852145195,,,0.273999989032745,,4339
V97S053A,1997-07-02T00:00:00Z,2-CHK054.37,,1997-07-03T00:00:00Z,1997-07-04T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-04T00:00:00Z,,,,,,,,,,,,,,,,,,0.258239459991455,,1997-12-30T00:00:00Z,2,0.194000005722046,,3268-87-9,,HALE,,,,0.194000005722046,0.277142852544785,,,0.194000005722046,,,1997-07-02T00:00:00Z,2-CHK054.37,1997-07-03T00:00:00Z,1997-07-04T00:00:00Z,S,R,1,V97S053A,1997-07-04T00:00:00Z,1997-08-31T00:00:00Z,0,0.258239459991455,1997-12-30T00:00:00Z,2,0,0.194000005722046,3268-87-9,3268-87-9,HALE,1997-12-30T00:00:00Z,0.194000005722046,0.277142852544785,,,0.194000005722046,,4340
V97S056,1997-06-06T00:00:00Z,8-PMK029.23,,1997-06-07T00:00:00Z,1997-06-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-08T00:00:00Z,,,,,,,,,,,,,,,,,,0.634545440673828,,1997-12-04T00:00:00Z,1,4.73699998855591,,3268-87-9,,HALE,,,,4.73699998855591,5.55399227142334,,,4.73699998855591,,,1997-06-06T00:00:00Z,8-PMK029.23,1997-06-07T00:00:00Z,1997-06-08T00:00:00Z,S,R,1,V97S056,1997-06-08T00:00:00Z,1997-08-05T00:00:00Z,0,0.634545440673828,1997-12-04T00:00:00Z,1,0,4.73699998855591,3268-87-9,3268-87-9,HALE,1997-12-04T00:00:00Z,4.73699998855591,5.55399227142334,,,4.73699998855591,,4338
V97S058,1997-07-30T00:00:00Z,2-MRY023.81,,1997-07-31T00:00:00Z,1997-08-01T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,0.236267375946045,,1998-01-27T00:00:00Z,1,1.25999999046326,,50-29-3,,HALE,,,,1.25999999046326,1.44032919406891,,,1.25999999046326,,,1997-07-30T00:00:00Z,2-MRY023.81,1997-07-31T00:00:00Z,1997-08-01T00:00:00Z,S,R,1,V97S058,1997-08-01T00:00:00Z,1997-09-28T00:00:00Z,0,0.236267375946045,1998-01-27T00:00:00Z,1,0,1.25999999046326,50-29-3,50-29-3,HALE,1998-01-27T00:00:00Z,1.25999999046326,1.44032919406891,,,1.25999999046326,,3242
V97S059,1997-07-03T00:00:00Z,3-RAP015.94,,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,0.230275936126709,,1997-12-31T00:00:00Z,1,0.231000006198883,,3268-87-9,,HALE,,,,0.231000006198883,0.287778735160828,,,0.231000006198883,,,1997-07-03T00:00:00Z,3-RAP015.94,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,S,R,1,V97S059,1997-07-05T00:00:00Z,1997-09-01T00:00:00Z,0,0.230275936126709,1997-12-31T00:00:00Z,1,0,0.231000006198883,3268-87-9,3268-87-9,HALE,1997-12-31T00:00:00Z,0.231000006198883,0.287778735160828,,,0.231000006198883,,4338
V97S059A,1997-07-03T00:00:00Z,3-RAP015.94,,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,0.226936264038086,,1997-12-31T00:00:00Z,2,0.0890000015497208,,72-55-9,,HALE,,,,0.0890000015497208,0.0999214127659798,,,0.0890000015497208,,,1997-07-03T00:00:00Z,3-RAP015.94,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,S,R,1,V97S059A,1997-07-05T00:00:00Z,1997-09-01T00:00:00Z,0,0.226936264038086,1997-12-31T00:00:00Z,2,0,0.0890000015497208,72-55-9,72-55-9,HALE,1997-12-31T00:00:00Z,0.0890000015497208,0.0999214127659798,,,0.0890000015497208,,2966
V97S059A,1997-07-03T00:00:00Z,3-RAP015.94,,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,0.226936264038086,,1997-12-31T00:00:00Z,2,0.171000003814697,,N/A,,HALE,,,,0.171000003814697,0.191983833909035,,,0.171000003814697,,,1997-07-03T00:00:00Z,3-RAP015.94,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,S,R,1,V97S059A,1997-07-05T00:00:00Z,1997-09-01T00:00:00Z,0,0.226936264038086,1997-12-31T00:00:00Z,2,0,0.171000003814697,PCB138+158,N/A,HALE,1997-12-31T00:00:00Z,0.171000003814697,0.191983833909035,,,0.171000003814697,,3246
V97S059A,1997-07-03T00:00:00Z,3-RAP015.94,,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,0.226936264038086,,1997-12-31T00:00:00Z,2,0.314999997615814,,3268-87-9,,HALE,,,,0.314999997615814,0.35365441441536,,,0.314999997615814,,,1997-07-03T00:00:00Z,3-RAP015.94,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,S,R,1,V97S059A,1997-07-05T00:00:00Z,1997-09-01T00:00:00Z,0,0.226936264038086,1997-12-31T00:00:00Z,2,0,0.314999997615814,3268-87-9,3268-87-9,HALE,1997-12-31T00:00:00Z,0.314999997615814,0.35365441441536,,,0.314999997615814,,4342
V97S060,1997-07-03T00:00:00Z,3-RAP035.58,,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,0.304418106079102,,1997-12-31T00:00:00Z,1,2.48099994659424,,50-29-3,,HALE,,,,2.48099994659424,3.12665414810181,,,2.48099994659424,,,1997-07-03T00:00:00Z,3-RAP035.58,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,S,R,1,V97S060,1997-07-05T00:00:00Z,1997-09-01T00:00:00Z,0,0.304418106079102,1997-12-31T00:00:00Z,1,0,2.48099994659424,50-29-3,50-29-3,HALE,1997-12-31T00:00:00Z,2.48099994659424,3.12665414810181,,,2.48099994659424,,3243
V97S060,1997-07-03T00:00:00Z,3-RAP035.58,,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-05T00:00:00Z,,,,,,,,,,,,,,,,,,0.304418106079102,,1997-12-31T00:00:00Z,1,2.40599989891052,,3268-87-9,,HALE,,,,2.40599989891052,3.03213620185852,,,2.40599989891052,,,1997-07-03T00:00:00Z,3-RAP035.58,1997-07-04T00:00:00Z,1997-07-05T00:00:00Z,S,R,1,V97S060,1997-07-05T00:00:00Z,1997-09-01T00:00:00Z,0,0.304418106079102,1997-12-31T00:00:00Z,1,0,2.40599989891052,3268-87-9,3268-87-9,HALE,1997-12-31T00:00:00Z,2.40599989891052,3.03213620185852,,,2.40599989891052,,4342
V97S061,1997-07-01T00:00:00Z,1BSSF079.78,,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-03T00:00:00Z,,,,,,,,,,,,,,,,,,0.277304096221924,,1997-12-29T00:00:00Z,1,0.119999997317791,,N/A,,HALE,,,,0.119999997317791,0.150640219449997,,,0.119999997317791,,,1997-07-01T00:00:00Z,1BSSF079.78,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,S,R,1,V97S061,1997-07-03T00:00:00Z,1997-08-30T00:00:00Z,0,0.277304096221924,1997-12-29T00:00:00Z,1,0,0.119999997317791,PCB153+132,N/A,HALE,1997-12-29T00:00:00Z,0.119999997317791,0.150640219449997,,,0.119999997317791,,3161
V97S061,1997-07-01T00:00:00Z,1BSSF079.78,,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-03T00:00:00Z,,,,,,,,,,,,,,,,,,0.277304096221924,,1997-12-29T00:00:00Z,1,7.12200021743774,,50-29-3,,HALE,,,,7.12200021743774,8.94049739837647,,,7.12200021743774,,,1997-07-01T00:00:00Z,1BSSF079.78,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,S,R,1,V97S061,1997-07-03T00:00:00Z,1997-08-30T00:00:00Z,0,0.277304096221924,1997-12-29T00:00:00Z,1,0,7.12200021743774,50-29-3,50-29-3,HALE,1997-12-29T00:00:00Z,7.12200021743774,8.94049739837647,,,7.12200021743774,,3241
V97S061,1997-07-01T00:00:00Z,1BSSF079.78,,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-03T00:00:00Z,,,,,,,,,,,,,,,,,,0.277304096221924,,1997-12-29T00:00:00Z,1,0.787000000476837,,N/A,,HALE,,,,0.787000000476837,0.987948775291443,,,0.787000000476837,,,1997-07-01T00:00:00Z,1BSSF079.78,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,S,R,1,V97S061,1997-07-03T00:00:00Z,1997-08-30T00:00:00Z,0,0.277304096221924,1997-12-29T00:00:00Z,1,0,0.787000000476837,PCB138+158,N/A,HALE,1997-12-29T00:00:00Z,0.787000000476837,0.987948775291443,,,0.787000000476837,,3254
V97S061,1997-07-01T00:00:00Z,1BSSF079.78,,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-03T00:00:00Z,,,,,,,,,,,,,,,,,,0.277304096221924,,1997-12-29T00:00:00Z,1,0.368000000715256,,,,HALE,,,,0.368000000715256,0.461963355541229,,,0.368000000715256,,,1997-07-01T00:00:00Z,1BSSF079.78,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,S,R,1,V97S061,1997-07-03T00:00:00Z,1997-08-30T00:00:00Z,0,0.277304096221924,1997-12-29T00:00:00Z,1,0,0.368000000715256,35065-29-3,,HALE,1997-12-29T00:00:00Z,0.368000000715256,0.461963355541229,,,0.368000000715256,,3483
V97S061,1997-07-01T00:00:00Z,1BSSF079.78,,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-03T00:00:00Z,,,,,,,,,,,,,,,,,,0.277304096221924,,1997-12-29T00:00:00Z,1,0.152999997138977,,N/A,,HALE,,,,0.152999997138977,0.19206628203392,,,0.152999997138977,,,1997-07-01T00:00:00Z,1BSSF079.78,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,S,R,1,V97S061,1997-07-03T00:00:00Z,1997-08-30T00:00:00Z,0,0.277304096221924,1997-12-29T00:00:00Z,1,0,0.152999997138977,PCB208+195,N/A,HALE,1997-12-29T00:00:00Z,0.152999997138977,0.19206628203392,,,0.152999997138977,,3722
V97S061,1997-07-01T00:00:00Z,1BSSF079.78,,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-07-03T00:00:00Z,,,,,,,,,,,,,,,,,,0.277304096221924,,1997-12-29T00:00:00Z,1,0.254999995231628,,3268-87-9,,HALE,,,,0.254999995231628,0.320110470056534,,,0.254999995231628,,,1997-07-01T00:00:00Z,1BSSF079.78,1997-07-02T00:00:00Z,1997-07-03T00:00:00Z,S,R,1,V97S061,1997-07-03T00:00:00Z,1997-08-30T00:00:00Z,0,0.277304096221924,1997-12-29T00:00:00Z,1,0,0.254999995231628,3268-87-9,3268-87-9,HALE,1997-12-29T00:00:00Z,0.254999995231628,0.320110470056534,,,0.254999995231628,,4342
V97S062,1997-06-26T00:00:00Z,8-MPN085.62,,1997-06-27T00:00:00Z,1997-06-28T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-06-28T00:00:00Z,,,,,,,,,,,,,,,,,,0.380011978149414,,1997-12-24T00:00:00Z,1,1.78199994564056,,3268-87-9,,HALE,,,,1.78199994564056,2.58973979949951,,,1.78199994564056,,,1997-06-26T00:00:00Z,8-MPN085.62,1997-06-27T00:00:00Z,1997-06-28T00:00:00Z,S,R,1,V97S062,1997-06-28T00:00:00Z,1997-08-25T00:00:00Z,0,0.380011978149414,1997-12-24T00:00:00Z,1,0,1.78199994564056,3268-87-9,3268-87-9,HALE,1997-12-24T00:00:00Z,1.78199994564056,2.58973979949951,,,1.78199994564056,,4342
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.136000007390976,,,,HALE,,,,0.136000007390976,0.162796258926392,,,0.136000007390976,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.136000007390976,38379-99-6,,HALE,1998-02-18T00:00:00Z,0.136000007390976,0.162796258926392,,,0.136000007390976,,2766
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.101999998092651,,,,HALE,,,,0.101999998092651,0.122097201645374,,,0.101999998092651,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.101999998092651,39765-80-5,,HALE,1998-02-18T00:00:00Z,0.101999998092651,0.122097201645374,,,0.101999998092651,,2915
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.352999985218048,,72-55-9,,HALE,,,,0.352999985218048,0.422552078962326,,,0.352999985218048,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.352999985218048,72-55-9,72-55-9,HALE,1998-02-18T00:00:00Z,0.352999985218048,0.422552078962326,,,0.352999985218048,,2967
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.210999995470047,,,,HALE,,,,0.210999995470047,0.252573609352112,,,0.210999995470047,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.210999995470047,38380-03-9,,HALE,1998-02-18T00:00:00Z,0.210999995470047,0.252573609352112,,,0.210999995470047,,2996
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.43299999833107,,75-54-8,,HALE,,,,0.43299999833107,0.518314599990845,,,0.43299999833107,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.43299999833107,75-54-8,75-54-8,HALE,1998-02-18T00:00:00Z,0.43299999833107,0.518314599990845,,,0.43299999833107,,3112
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.20100000500679,,50-29-3,,HALE,,,,0.20100000500679,0.240603297948837,,,0.20100000500679,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.20100000500679,50-29-3,50-29-3,HALE,1998-02-18T00:00:00Z,0.20100000500679,0.240603297948837,,,0.20100000500679,,3245
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.101000003516674,,N/A,,HALE,,,,0.101000003516674,0.120900169014931,,,0.101000003516674,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.101000003516674,PCB138+158,N/A,HALE,1998-02-18T00:00:00Z,0.101000003516674,0.120900169014931,,,0.101000003516674,,3255
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,0.187999993562698,,,,HALE,,,,0.187999993562698,0.225041896104813,,,0.187999993562698,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,0.187999993562698,35065-29-3,,HALE,1998-02-18T00:00:00Z,0.187999993562698,0.225041896104813,,,0.187999993562698,,3483
V97S063,1997-08-21T00:00:00Z,8-MPN063.85,,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-23T00:00:00Z,,,,,,,,,,,,,,,,,,0.353015327453613,,1998-02-18T00:00:00Z,1,1.65900003910065,,3268-87-9,,HALE,,,,1.65900003910065,1.98587501049042,,,1.65900003910065,,,1997-08-21T00:00:00Z,8-MPN063.85,1997-08-22T00:00:00Z,1997-08-23T00:00:00Z,S,R,1,V97S063,1997-08-23T00:00:00Z,1997-10-20T00:00:00Z,0,0.353015327453613,1998-02-18T00:00:00Z,1,0,1.65900003910065,3268-87-9,3268-87-9,HALE,1998-02-18T00:00:00Z,1.65900003910065,1.98587501049042,,,1.65900003910065,,4344
V97S064,1997-07-31T00:00:00Z,2-RVN008.84,,1997-08-01T00:00:00Z,1997-08-02T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,0.369057922363281,,1998-01-28T00:00:00Z,1,0.151999995112419,,,,HALE,,,,0.151999995112419,0.16692291200161,,,0.151999995112419,,,1997-07-31T00:00:00Z,2-RVN008.84,1997-08-01T00:00:00Z,1997-08-02T00:00:00Z,S,R,1,V97S064,1997-08-02T00:00:00Z,1997-09-29T00:00:00Z,0,0.369057922363281,1998-01-28T00:00:00Z,1,0,0.151999995112419,38379-99-6,,HALE,1998-01-28T00:00:00Z,0.151999995112419,0.16692291200161,,,0.151999995112419,,2768
