FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,FSF_COLL_DATETIME,FSF_STA_ID,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_DIGESTION_DATE,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_CONCENTRATION_VALUE,TSR_UNCORR_DRY
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,35,,7440-50-8,,RICE,,,,35,,,,35,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,35,7440-50-8,7440-50-8,RICE,2001-11-30T00:00:00Z,35,35
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,0.72,,7439-97-6,,RICE,,,,0.72,,,,0.72,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,0.72,7439-97-6,7439-97-6,RICE,2001-11-30T00:00:00Z,0.72,0.72
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,6.2,,7440-02-0,,RICE,,,,6.2,,,,6.2,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,6.2,7440-02-0,7440-02-0,RICE,2001-11-30T00:00:00Z,6.2,6.2
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,16,,7439-92-1,,RICE,,,,16,,,,16,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,16,7439-92-1,7439-92-1,RICE,2001-11-30T00:00:00Z,16,16
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2001-11-30T00:00:00Z,0.5,0.5
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,0.5,,7782-49-2,,RICE,,,,0.5,,,,0.5,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,0.5,7782-49-2,7782-49-2,RICE,2001-11-30T00:00:00Z,0.5,0.5
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2001-11-30T00:00:00Z,0.3,0.3
V1TS053,2001-05-31T00:00:00Z,3-MTN014.33,,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-11-30T00:00:00Z,1,53,,7440-66-6,,RICE,,,,53,,,,53,,,2001-05-31T00:00:00Z,3-MTN014.33,2001-06-01T00:00:00Z,2001-06-02T00:00:00Z,R,1,V1TS053,2001-07-30T00:00:00Z,2001-11-30T00:00:00Z,1,53,7440-66-6,7440-66-6,RICE,2001-11-30T00:00:00Z,53,53
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.49,,7429-90-5,,RICE,,,,0.49,,,,0.49,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.49,7429-90-5,7429-90-5,RICE,2002-02-07T00:00:00Z,0.49,0.49
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.02,,7440-22-4,,RICE,,,,0.02,,,,0.02,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.02,7440-22-4,7440-22-4,RICE,2002-02-07T00:00:00Z,0.02,0.02
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,1.2,,7440-38-2,,RICE,,,,1.2,,,,1.2,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,1.2,7440-38-2,7440-38-2,RICE,2002-02-07T00:00:00Z,1.2,1.2
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.01,,7440-43-9,,RICE,,,,0.01,,,,0.01,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.01,7440-43-9,7440-43-9,RICE,2002-02-07T00:00:00Z,0.01,0.01
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,14,,7440-47-3,,RICE,,,,14,,,,14,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,14,7440-47-3,7440-47-3,RICE,2002-02-07T00:00:00Z,14,14
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,26,,7440-50-8,,RICE,,,,26,,,,26,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,26,7440-50-8,7440-50-8,RICE,2002-02-07T00:00:00Z,26,26
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.11,,7439-97-6,,RICE,,,,0.11,,,,0.11,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.11,7439-97-6,7439-97-6,RICE,2002-02-07T00:00:00Z,0.11,0.11
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,3.9,,7440-02-0,,RICE,,,,3.9,,,,3.9,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,3.9,7440-02-0,7440-02-0,RICE,2002-02-07T00:00:00Z,3.9,3.9
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,10,,7439-92-1,,RICE,,,,10,,,,10,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,10,7439-92-1,7439-92-1,RICE,2002-02-07T00:00:00Z,10,10
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2002-02-07T00:00:00Z,0.5,0.5
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.5,,7782-49-2,,RICE,,,,0.5,,,,0.5,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.5,7782-49-2,7782-49-2,RICE,2002-02-07T00:00:00Z,0.5,0.5
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2002-02-07T00:00:00Z,0.3,0.3
V1TS054,2001-08-08T00:00:00Z,3-RPP128.73,,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-02-07T00:00:00Z,1,45,,7440-66-6,,RICE,,,,45,,,,45,,,2001-08-08T00:00:00Z,3-RPP128.73,2001-08-09T00:00:00Z,2001-08-10T00:00:00Z,R,1,V1TS054,2001-10-07T00:00:00Z,2002-02-07T00:00:00Z,1,45,7440-66-6,7440-66-6,RICE,2002-02-07T00:00:00Z,45,45
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,1.2,,7429-90-5,,RICE,,,,1.2,,,,1.2,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,1.2,7429-90-5,7429-90-5,RICE,2001-12-12T00:00:00Z,1.2,1.2
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,0.02,,7440-22-4,,RICE,,,,0.02,,,,0.02,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,0.02,7440-22-4,7440-22-4,RICE,2001-12-12T00:00:00Z,0.02,0.02
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,1.3,,7440-38-2,,RICE,,,,1.3,,,,1.3,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,1.3,7440-38-2,7440-38-2,RICE,2001-12-12T00:00:00Z,1.3,1.3
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,0.11,,7440-43-9,,RICE,,,,0.11,,,,0.11,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,0.11,7440-43-9,7440-43-9,RICE,2001-12-12T00:00:00Z,0.11,0.11
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,23,,7440-47-3,,RICE,,,,23,,,,23,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,23,7440-47-3,7440-47-3,RICE,2001-12-12T00:00:00Z,23,23
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,41,,7440-50-8,,RICE,,,,41,,,,41,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,41,7440-50-8,7440-50-8,RICE,2001-12-12T00:00:00Z,41,41
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,0.49,,7439-97-6,,RICE,,,,0.49,,,,0.49,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,0.49,7439-97-6,7439-97-6,RICE,2001-12-12T00:00:00Z,0.49,0.49
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,7.8,,7440-02-0,,RICE,,,,7.8,,,,7.8,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,7.8,7440-02-0,7440-02-0,RICE,2001-12-12T00:00:00Z,7.8,7.8
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,13,,7439-92-1,,RICE,,,,13,,,,13,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,13,7439-92-1,7439-92-1,RICE,2001-12-12T00:00:00Z,13,13
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2001-12-12T00:00:00Z,0.5,0.5
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,1.2,,7782-49-2,,RICE,,,,1.2,,,,1.2,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,1.2,7782-49-2,7782-49-2,RICE,2001-12-12T00:00:00Z,1.2,1.2
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2001-12-12T00:00:00Z,0.3,0.3
V1TS055,2001-06-12T00:00:00Z,3-RAP006.53,,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2001-12-12T00:00:00Z,1,73,,7440-66-6,,RICE,,,,73,,,,73,,,2001-06-12T00:00:00Z,3-RAP006.53,2001-06-13T00:00:00Z,2001-06-14T00:00:00Z,R,1,V1TS055,2001-08-11T00:00:00Z,2001-12-12T00:00:00Z,1,73,7440-66-6,7440-66-6,RICE,2001-12-12T00:00:00Z,73,73
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.054,,7429-90-5,,RICE,,,,0.054,,,,0.054,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.054,7429-90-5,7429-90-5,RICE,2002-01-17T00:00:00Z,0.054,0.054
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.02,,7440-22-4,,RICE,,,,0.02,,,,0.02,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.02,7440-22-4,7440-22-4,RICE,2002-01-17T00:00:00Z,0.02,0.02
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.5,,7440-38-2,,RICE,,,,0.5,,,,0.5,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.5,7440-38-2,7440-38-2,RICE,2002-01-17T00:00:00Z,0.5,0.5
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.02,,7440-43-9,,RICE,,,,0.02,,,,0.02,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.02,7440-43-9,7440-43-9,RICE,2002-01-17T00:00:00Z,0.02,0.02
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,2.6,,7440-47-3,,RICE,,,,2.6,,,,2.6,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,2.6,7440-47-3,7440-47-3,RICE,2002-01-17T00:00:00Z,2.6,2.6
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,25,,7440-50-8,,RICE,,,,25,,,,25,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,25,7440-50-8,7440-50-8,RICE,2002-01-17T00:00:00Z,25,25
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.02,,7439-97-6,,RICE,,,,0.02,,,,0.02,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.02,7439-97-6,7439-97-6,RICE,2002-01-17T00:00:00Z,0.02,0.02
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.77,,7440-02-0,,RICE,,,,0.77,,,,0.77,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.77,7440-02-0,7440-02-0,RICE,2002-01-17T00:00:00Z,0.77,0.77
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,1.8,,7439-92-1,,RICE,,,,1.8,,,,1.8,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,1.8,7439-92-1,7439-92-1,RICE,2002-01-17T00:00:00Z,1.8,1.8
V1TS056,2001-07-18T00:00:00Z,3-RPP008.42,,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,2002-01-17T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,2001-07-18T00:00:00Z,3-RPP008.42,2001-07-19T00:00:00Z,2001-07-20T00:00:00Z,R,1,V1TS056,2001-09-16T00:00:00Z,2002-01-17T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2002-01-17T00:00:00Z,0.5,0.5
