FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,FSF_COLL_DATETIME,FSF_STA_ID,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSS_TISSUE_SEDIMENT_IND,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_DIGESTION_DATE,FSS_WATER_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_DRY
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,58.5750007629395,,56-55-3,,HALE,,,,58.5750007629395,63.4477920532227,,,58.5750007629395,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,58.5750007629395,56-55-3,56-55-3,HALE,1998-02-03T00:00:00Z,58.5750007629395,63.4477920532227,58.5750007629395
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,75.9889984130859,,218-01-9,,HALE,,,,75.9889984130859,82.3104400634766,,,75.9889984130859,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,75.9889984130859,218-01-9,218-01-9,HALE,1998-02-03T00:00:00Z,75.9889984130859,82.3104400634766,75.9889984130859
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,59.1870002746582,,205-99-2,,HALE,,,,59.1870002746582,64.1107025146484,,,59.1870002746582,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,59.1870002746582,205-99-2,205-99-2,HALE,1998-02-03T00:00:00Z,59.1870002746582,64.1107025146484,59.1870002746582
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,27.9330005645752,,207-08-9,,HALE,,,,27.9330005645752,30.2567157745361,,,27.9330005645752,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,27.9330005645752,207-08-9,207-08-9,HALE,1998-02-03T00:00:00Z,27.9330005645752,30.2567157745361,27.9330005645752
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,47.5369987487793,,192-97-2,,HALE,,,,47.5369987487793,51.4915504455566,,,47.5369987487793,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,47.5369987487793,192-97-2,192-97-2,HALE,1998-02-03T00:00:00Z,47.5369987487793,51.4915504455566,47.5369987487793
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,51.2169990539551,,50-32-8,,HALE,,,,51.2169990539551,55.4776878356934,,,51.2169990539551,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,51.2169990539551,50-32-8,50-32-8,HALE,1998-02-03T00:00:00Z,51.2169990539551,55.4776878356934,51.2169990539551
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,27.9540004730225,,198-55-0,,HALE,,,,27.9540004730225,30.2794628143311,,,27.9540004730225,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,27.9540004730225,198-55-0,198-55-0,HALE,1998-02-03T00:00:00Z,27.9540004730225,30.2794628143311,27.9540004730225
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,40.1629981994629,,193-39-5,,HALE,,,,40.1629981994629,43.5041160583496,,,40.1629981994629,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,40.1629981994629,193-39-5,193-39-5,HALE,1998-02-03T00:00:00Z,40.1629981994629,43.5041160583496,40.1629981994629
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,12.6400003433228,,53-70-3,,HALE,,,,12.6400003433228,13.6915073394775,,,12.6400003433228,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,12.6400003433228,53-70-3,53-70-3,HALE,1998-02-03T00:00:00Z,12.6400003433228,13.6915073394775,12.6400003433228
V97S001,1997-08-06T00:00:00Z,4ADAN053.12,,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,,,,,,,,,,,,,,,,,0.362355041503906,,1998-02-03T00:00:00Z,1,43.1310005187988,,191-24-2,,HALE,,,,43.1310005187988,46.7190208435059,,,43.1310005187988,,,1997-08-06T00:00:00Z,4ADAN053.12,1997-08-07T00:00:00Z,1997-08-08T00:00:00Z,S,R,1,V97S001,1997-08-08T00:00:00Z,1997-08-13T00:00:00Z,1997-10-05T00:00:00Z,0.362355041503906,1998-02-03T00:00:00Z,1,43.1310005187988,191-24-2,191-24-2,HALE,1998-02-03T00:00:00Z,43.1310005187988,46.7190208435059,43.1310005187988
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,5.48199987411499,,91-20-3,,HALE,,,,5.48199987411499,7.42315483093262,,,5.48199987411499,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,5.48199987411499,91-20-3,91-20-3,HALE,1998-03-18T00:00:00Z,5.48199987411499,7.42315483093262,5.48199987411499
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,6.03800010681152,,86-73-7,,HALE,,,,6.03800010681152,8.17603206634522,,,6.03800010681152,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,6.03800010681152,86-73-7,86-73-7,HALE,1998-03-18T00:00:00Z,6.03800010681152,8.17603206634522,6.03800010681152
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,3.32599997520447,,132-65-0,,HALE,,,,3.32599997520447,4.50372362136841,,,3.32599997520447,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,3.32599997520447,132-65-0,132-65-0,HALE,1998-03-18T00:00:00Z,3.32599997520447,4.50372362136841,3.32599997520447
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,106.713996887207,,85-01-8,,HALE,,,,106.713996887207,144.501022338867,,,106.713996887207,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,106.713996887207,85-01-8,85-01-8,HALE,1998-03-18T00:00:00Z,106.713996887207,144.501022338867,106.713996887207
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,10.8500003814697,,,,HALE,,,,10.8500003814697,14.6919431686401,,,10.8500003814697,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,10.8500003814697,120-12-7,,HALE,1998-03-18T00:00:00Z,10.8500003814697,14.6919431686401,10.8500003814697
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,22.2409992218018,,2531-84-2,,HALE,,,,22.2409992218018,30.1164531707764,,,22.2409992218018,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,22.2409992218018,2531-84-2,2531-84-2,HALE,1998-03-18T00:00:00Z,22.2409992218018,30.1164531707764,22.2409992218018
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,219.371002197266,,206-44-0,,HALE,,,,219.371002197266,297.049438476563,,,219.371002197266,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,219.371002197266,206-44-0,206-44-0,HALE,1998-03-18T00:00:00Z,219.371002197266,297.049438476563,219.371002197266
V97S002,1997-09-18T00:00:00Z,4ASRE011.08,,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,,,,,,,,,,,,S,,R,1,,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,,,,,,,,,,,,,,,,,0.316724224090576,,1998-03-18T00:00:00Z,1,175.557998657227,,129-00-0,,HALE,,,,175.557998657227,237.722412109375,,,175.557998657227,,,1997-09-18T00:00:00Z,4ASRE011.08,1997-09-19T00:00:00Z,1997-09-20T00:00:00Z,S,R,1,V97S002,1997-09-20T00:00:00Z,1997-09-25T00:00:00Z,1997-11-17T00:00:00Z,0.316724224090576,1998-03-18T00:00:00Z,1,175.557998657227,129-00-0,129-00-0,HALE,1998-03-18T00:00:00Z,175.557998657227,237.722412109375,175.557998657227
