FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,FSF_COLL_DATETIME,FSF_STA_ID,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSS_TISSUE_SEDIMENT_IND,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_DIGESTION_DATE,FSS_WATER_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,61.892,,207-08-9,,HALE,,,,61.892,77.883858882,,30.8420085906982,61.892,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,61.892,207-08-9,207-08-9,HALE,,61.892,77.883858882,,30.8420085906982,61.892
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,62.896,,192-97-2,,HALE,,,,62.896,79.14727571,,31.342321395874,62.896,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,62.896,192-97-2,192-97-2,HALE,,62.896,79.14727571,,31.342321395874,62.896
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,54.288,,50-32-8,,HALE,,,,54.288,68.315112308,,27.0527839660645,54.288,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,54.288,50-32-8,50-32-8,HALE,,54.288,68.315112308,,27.0527839660645,54.288
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,14.897,,198-55-0,,HALE,,,,14.897,18.746135943,,7.42347002029419,14.897,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,14.897,198-55-0,198-55-0,HALE,,14.897,18.746135943,,7.42347002029419,14.897
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,32.197,,193-39-5,,HALE,,,,32.197,40.516166943,,16.0444011688232,32.197,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,32.197,193-39-5,193-39-5,HALE,,32.197,40.516166943,,16.0444011688232,32.197
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,11.071,,53-70-3,,HALE,,,,11.071,13.931561457,,5.5168981552124,11.071,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,11.071,53-70-3,53-70-3,HALE,,11.071,13.931561457,,5.5168981552124,11.071
V98S007,,EST002.65,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.60424919128418,,,1,44.59,,191-24-2,,HALE,,,,44.59,56.111311115,,44.8890495300293,44.59,,,,EST002.65,,,S,R,1,V98S007,,,,0.60424919128418,,1,44.59,191-24-2,191-24-2,HALE,,44.59,56.111311115,,44.8890495300293,44.59
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,10.46,,91-20-3,,HALE,,,,10.46,12.536358984,,3.81105303764343,10.46,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,10.46,91-20-3,91-20-3,HALE,,10.46,12.536358984,,3.81105303764343,10.46
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,10.695,,91-57-6,,HALE,,,,10.695,12.818007585,,3.89667439460754,10.695,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,10.695,91-57-6,91-57-6,HALE,,10.695,12.818007585,,3.89667439460754,10.695
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,4.944,,90-12-0,,HALE,,,,4.944,5.9254071529,,1.80132377147675,4.944,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,4.944,90-12-0,90-12-0,HALE,,4.944,5.9254071529,,1.80132377147675,4.944
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,4.105,,92-52-4,,HALE,,,,4.105,4.9198617238,,1.49563801288605,4.105,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,4.105,92-52-4,92-52-4,HALE,,4.105,4.9198617238,,1.49563801288605,4.105
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,15.696,,,,HALE,,,,15.696,18.811729505,,5.71876573562622,15.696,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,15.696,581-42-0,,HALE,,15.696,18.811729505,,5.71876573562622,15.696
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,15.539,,208-96-8,,HALE,,,,15.539,18.62356427,,5.66156339645386,15.539,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,15.539,208-96-8,208-96-8,HALE,,15.539,18.62356427,,5.66156339645386,15.539
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,3.967,,83-32-9,,HALE,,,,3.967,4.7544680776,,1.44535827636719,3.967,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,3.967,83-32-9,83-32-9,HALE,,3.967,4.7544680776,,1.44535827636719,3.967
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,6.218,,2245-38-7,,HALE,,,,6.218,7.4523021191,,2.26549983024597,6.218,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,6.218,2245-38-7,2245-38-7,HALE,,6.218,7.4523021191,,2.26549983024597,6.218
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,13.219,,86-73-7,,HALE,,,,13.219,15.843033405,,4.81628227233887,13.219,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,13.219,86-73-7,86-73-7,HALE,,13.219,15.843033405,,4.81628227233887,13.219
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,71.65,,85-01-8,,HALE,,,,71.65,85.872860539,,26.1053504943848,71.65,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,71.65,85-01-8,85-01-8,HALE,,71.65,85.872860539,,26.1053504943848,71.65
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,17.793,,,,HALE,,,,17.793,21.324993825,,6.48279809951782,17.793,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,17.793,120-12-7,,HALE,,17.793,21.324993825,,6.48279809951782,17.793
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,28.047,,832-69-9,,HALE,,,,28.047,33.614460845,,10.2187957763672,28.047,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,28.047,832-69-9,832-69-9,HALE,,28.047,33.614460845,,10.2187957763672,28.047
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,354.425,,206-44-0,,HALE,,,,354.425,424.78002228,,129.13313293457,354.425,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,354.425,206-44-0,206-44-0,HALE,,354.425,424.78002228,,129.13313293457,354.425
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,434.735,,129-00-0,,HALE,,,,434.735,521.03193338,,158.393707275391,434.735,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,434.735,129-00-0,129-00-0,HALE,,434.735,521.03193338,,158.393707275391,434.735
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,148.581,,56-55-3,,HALE,,,,148.581,178.07502431,,54.1348075866699,148.581,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,148.581,56-55-3,56-55-3,HALE,,148.581,178.07502431,,54.1348075866699,148.581
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,203.274,,218-01-9,,HALE,,,,203.274,243.62484094,,74.0619506835938,203.274,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,203.274,218-01-9,218-01-9,HALE,,203.274,243.62484094,,74.0619506835938,203.274
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,181.779,,205-99-2,,HALE,,,,181.779,217.86298278,,66.2303466796875,181.779,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,181.779,205-99-2,205-99-2,HALE,,181.779,217.86298278,,66.2303466796875,181.779
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,194.215,,207-08-9,,HALE,,,,194.215,232.76758701,,70.761344909668,194.215,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,194.215,207-08-9,207-08-9,HALE,,194.215,232.76758701,,70.761344909668,194.215
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,174.673,,192-97-2,,HALE,,,,174.673,209.3464085,,63.6413078308106,174.673,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,174.673,192-97-2,192-97-2,HALE,,174.673,209.3464085,,63.6413078308106,174.673
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,224.935,,50-32-8,,HALE,,,,224.935,269.58565088,,81.9540405273438,224.935,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,224.935,50-32-8,50-32-8,HALE,,224.935,269.58565088,,81.9540405273438,224.935
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,131.83,,198-55-0,,HALE,,,,131.83,157.99887236,,48.0316581726074,131.83,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,131.83,198-55-0,198-55-0,HALE,,131.83,157.99887236,,48.0316581726074,131.83
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,69.398,,193-39-5,,HALE,,,,69.398,83.173827993,,25.2848434448242,69.398,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,69.398,193-39-5,193-39-5,HALE,,69.398,83.173827993,,25.2848434448242,69.398
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,28.039,,53-70-3,,HALE,,,,28.039,33.604872807,,10.2158813476563,28.039,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,28.039,53-70-3,53-70-3,HALE,,28.039,33.604872807,,10.2158813476563,28.039
V98S008,,COC000.40,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.695690689086914,,,1,86.034,,191-24-2,,HALE,,,,86.034,103.1121519,,87.6453323364258,86.034,,,,COC000.40,,,S,R,1,V98S008,,,,0.695690689086914,,1,86.034,191-24-2,191-24-2,HALE,,86.034,103.1121519,,87.6453323364258,86.034
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,7.431,,91-20-3,,HALE,,,,7.431,10.594065543,,4.25881433486939,7.431,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,7.431,91-20-3,91-20-3,HALE,,7.431,10.594065543,,4.25881433486939,7.431
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,8.317,,91-57-6,,HALE,,,,8.317,11.857198644,,4.76659393310547,8.317,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,8.317,91-57-6,91-57-6,HALE,,8.317,11.857198644,,4.76659393310547,8.317
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,4.153,,90-12-0,,HALE,,,,4.153,5.9207582022,,2.38014483451843,4.153,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,4.153,90-12-0,90-12-0,HALE,,4.153,5.9207582022,,2.38014483451843,4.153
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,2.382,,92-52-4,,HALE,,,,2.382,3.3959176589,,1.36515891551971,2.382,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,2.382,92-52-4,92-52-4,HALE,,2.382,3.3959176589,,1.36515891551971,2.382
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,7.93,,,,HALE,,,,7.93,11.305468949,,4.54479837417603,7.93,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,7.93,581-42-0,,HALE,,7.93,11.305468949,,4.54479837417603,7.93
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,5.76,,208-96-8,,HALE,,,,5.76,8.2117908126,,3.30113983154297,5.76,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,5.76,208-96-8,208-96-8,HALE,,5.76,8.2117908126,,3.30113983154297,5.76
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,1.464,,83-32-9,,HALE,,,,1.464,2.0871634982,,0.839039742946625,1.464,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,1.464,83-32-9,83-32-9,HALE,,1.464,2.0871634982,,0.839039742946625,1.464
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,1.648,,2245-38-7,,HALE,,,,1.648,2.3494845936,,0.944492816925049,1.648,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,1.648,2245-38-7,2245-38-7,HALE,,1.648,2.3494845936,,0.944492816925049,1.648
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,4.841,,86-73-7,,HALE,,,,4.841,6.9016109937,,2.77444767951965,4.841,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,4.841,86-73-7,86-73-7,HALE,,4.841,6.9016109937,,2.77444767951965,4.841
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,19.842,,85-01-8,,HALE,,,,19.842,28.28790856,,11.3717393875122,19.842,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,19.842,85-01-8,85-01-8,HALE,,19.842,28.28790856,,11.3717393875122,19.842
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,6.429,,,,HALE,,,,6.429,9.1655560996,,3.68455362319946,6.429,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,6.429,120-12-7,,HALE,,6.429,9.1655560996,,3.68455362319946,6.429
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,6.827,,832-69-9,,HALE,,,,6.827,9.7329680343,,3.91265320777893,6.827,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,6.827,832-69-9,832-69-9,HALE,,6.827,9.7329680343,,3.91265320777893,6.827
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,131.936,,206-44-0,,HALE,,,,131.936,188.09563067,,75.6144409179688,131.936,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,131.936,206-44-0,206-44-0,HALE,,131.936,188.09563067,,75.6144409179688,131.936
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,141.684,,129-00-0,,HALE,,,,141.684,201.99294609,,81.2011642456055,141.684,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,141.684,129-00-0,129-00-0,HALE,,141.684,201.99294609,,81.2011642456055,141.684
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,65.169,,56-55-3,,HALE,,,,65.169,92.90871449,,37.3493041992188,65.169,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,65.169,56-55-3,56-55-3,HALE,,65.169,92.90871449,,37.3493041992188,65.169
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,91.291,,218-01-9,,HALE,,,,91.291,130.14975609,,52.3202018737793,91.291,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,91.291,218-01-9,218-01-9,HALE,,91.291,130.14975609,,52.3202018737793,91.291
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,88.524,,205-99-2,,HALE,,,,88.524,126.20496005,,50.7343940734863,88.524,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,88.524,205-99-2,205-99-2,HALE,,88.524,126.20496005,,50.7343940734863,88.524
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,89.273,,207-08-9,,HALE,,,,89.273,127.27277799,,51.1636581420899,89.273,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,89.273,207-08-9,207-08-9,HALE,,89.273,127.27277799,,51.1636581420899,89.273
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,72.067,,192-97-2,,HALE,,,,72.067,102.74290425,,41.3026466369629,72.067,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,72.067,192-97-2,192-97-2,HALE,,72.067,102.74290425,,41.3026466369629,72.067
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,50.879,,50-32-8,,HALE,,,,50.879,72.536059853,,29.1594963073731,50.879,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,50.879,50-32-8,50-32-8,HALE,,50.879,72.536059853,,29.1594963073731,50.879
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,6.677,,198-55-0,,HALE,,,,6.677,9.5191193152,,3.82668590545654,6.677,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,6.677,198-55-0,198-55-0,HALE,,6.677,9.5191193152,,3.82668590545654,6.677
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,24.662,,193-39-5,,HALE,,,,24.662,35.159580733,,14.1341514587402,24.662,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,24.662,193-39-5,193-39-5,HALE,,24.662,35.159580733,,14.1341514587402,24.662
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,13.99,,53-70-3,,HALE,,,,13.99,19.944957199,,8.01787281036377,13.99,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,13.99,53-70-3,53-70-3,HALE,,13.99,19.944957199,,8.01787281036377,13.99
V98S009,,BCA000.60,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.598110466003418,,,1,42.203,,191-24-2,,HALE,,,,42.203,60.167049941,,48.1336402893066,42.203,,,,BCA000.60,,,S,R,1,V98S009,,,,0.598110466003418,,1,42.203,191-24-2,191-24-2,HALE,,42.203,60.167049941,,48.1336402893066,42.203
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.587,,91-20-3,,HALE,,,,1.587,2.0912037785,,1.57885885238647,1.587,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.587,91-20-3,91-20-3,HALE,,1.587,2.0912037785,,1.57885885238647,1.587
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.92,,91-57-6,,HALE,,,,1.92,2.5300007906,,1.91015064716339,1.92,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.92,91-57-6,91-57-6,HALE,,1.92,2.5300007906,,1.91015064716339,1.92
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.88,,90-12-0,,HALE,,,,1.88,2.4772924408,,1.87035584449768,1.88,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.88,90-12-0,90-12-0,HALE,,1.88,2.4772924408,,1.87035584449768,1.88
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.04,,92-52-4,,HALE,,,,1.04,1.3704170949,,1.03466486930847,1.04,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.04,92-52-4,92-52-4,HALE,,1.04,1.3704170949,,1.03466486930847,1.04
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.525,,,,HALE,,,,1.525,2.0095058363,,1.51717686653137,1.525,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.525,581-42-0,,HALE,,1.525,2.0095058363,,1.51717686653137,1.525
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,0.534,,208-96-8,,HALE,,,,0.534,0.70365646989,,0.53126060962677,0.534,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,0.534,208-96-8,208-96-8,HALE,,0.534,0.70365646989,,0.53126060962677,0.534
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,0.622,,83-32-9,,HALE,,,,0.622,0.81961483946,,0.618809223175049,0.622,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,0.622,83-32-9,83-32-9,HALE,,0.622,0.81961483946,,0.618809223175049,0.622
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.777,,2245-38-7,,HALE,,,,1.777,2.3415684401,,1.76788413524628,1.777,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.777,2245-38-7,2245-38-7,HALE,,1.777,2.3415684401,,1.76788413524628,1.777
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.564,,86-73-7,,HALE,,,,1.564,2.0608964774,,1.55597686767578,1.564,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.564,86-73-7,86-73-7,HALE,,1.564,2.0608964774,,1.55597686767578,1.564
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,6.958,,85-01-8,,HALE,,,,6.958,9.1686174485,,6.92230606079102,6.958,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,6.958,85-01-8,85-01-8,HALE,,6.958,9.1686174485,,6.92230606079102,6.958
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.454,,,,HALE,,,,1.454,1.9159485154,,1.44654107093811,1.454,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.454,120-12-7,,HALE,,1.454,1.9159485154,,1.44654107093811,1.454
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,1.409,,832-69-9,,HALE,,,,1.409,1.8566516219,,1.40177202224731,1.409,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,1.409,832-69-9,832-69-9,HALE,,1.409,1.8566516219,,1.40177202224731,1.409
V98S010,,LAW001.00,,,,,,,,,,,,,,,S,,R,1,,,,,,,,,,,,,,,,,,,,0.244589157104492,,,1,18.729,,206-44-0,,HALE,,,,18.729,24.679367087,,18.6329212188721,18.729,,,,LAW001.00,,,S,R,1,V98S010,,,,0.244589157104492,,1,18.729,206-44-0,206-44-0,HALE,,18.729,24.679367087,,18.6329212188721,18.729
