FSS_LAB_NUM,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,FSF_SPG_CODE,FSF_SSC_CODE,FSC_COL_ID,PSP_FAMILY_GROUP_ID,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,PSP_TCM_COLLECT_METHOD_CODE,PSP_TYPE,SPD_SPECIES_LENGTH,SPD_SPECIES_WEIGHT,SPD_SEND_LAB_FLAG,FSS_TISSUE_SEDIMENT_IND,T_or_S,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM.1,FSS_LAB_RECEIVE_DATE,FSS_PROCESSING_CODE,FSS_ALIQUOTS_NUM,FSS_ANA_RECEIVE_FLAG,FSS_PRIORITY_CODE,FSS_LAB_CODE,FSS_SMP_CODE,FSS_ASE_WEIGHT,ASE_Date,tblMSpecData.Compound,X13C.triPCB.28..SSTD.,X13C.tetraPCB.52..SSTD.,X13C.pentaPCB.118..SSTD.,X13C.hexaPCB.153..SSTD.,X13C.heptaPCB.180..SSTD.,X13C.octaPCB.202..SSTD.,X13C.nonaPCB.206..SSTD.,X13C.decaPCB.209..SSTD.,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,Qry_Base_Data_PCB_MSpec.Compound,TSR_CAS_NUM,TSR_QA_FLAG,TSR_CHEMIST_NAME,TSR_Chemist_Sign_Date,TSR_CBP_BOUND,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_CORR_RECOV_DRY,TSR_UNCORR_WET,TSR_CORR_RECOV_WET,TSR_UNCORR_DRY,TSR_xRT,TSR_aRT,Remove...1,Remove...2,Remove...3,FSF_COLL_DATETIME,FSF_STA_ID,FSF_SITE_NO,FSF_LAB_SENT_DATE,FSF_LAB_RECV_DATE,PSP_SPE_CODE_ALPHA,PSP_SPE_CODE_NUM,FSS_TISSUE_SEDIMENT_IND,FSS_CONTAINER_ID_DESC,FSS_CONTAINER_ID,FSS_LAB_NUM,FSS_LAB_RECEIVE_DATE,FSS_Processing_CODE,FSS_ASE_WEIGHT,FSS_DIGESTION_DATE,FSS_WATER_CONTENT,FSS_LIPID_CONTENT,TSR_RECEIVED_DATE,TSR_LAB_SEQ_NUM,TSR_VALUE,TSR_PG_SPC_PARAMETER_CODE,TSR_CAS_NUM,TSR_CHEMIST_NAME,TSR_CHEMIST_SIGN_DATE,TSR_LAB_COMMENT,TSR_CONCENTRATION_VALUE,TSR_UNCORR_DRY
V1TS001,2001-05-01T00:00:00Z,2-APP001.53,1,2001-05-02T00:00:00Z,2001-05-03T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-03T00:00:00Z,,,,,,,10,,,,,,,,,,,53.4795508420136,,2001-10-31T00:00:00Z,1,2.6,,7782-49-2,,RICE,,,,2.6,,,,2.6,,,V1TS001,Se,2.6,2001-05-01T00:00:00Z,2-APP001.53,1,2001-05-02T00:00:00Z,2001-05-03T00:00:00Z,SED,001,S,R,1,V1TS001,2001-05-03T00:00:00Z,2001-10-01T00:00:00Z,10,2001-06-30T00:00:00Z,53.4795508420136,,2001-10-31T00:00:00Z,1,2.6,7782-49-2,7782-49-2,RICE,2001-10-31T00:00:00Z,,2.6,2.6
V1TS001,2001-05-01T00:00:00Z,2-APP001.53,1,2001-05-02T00:00:00Z,2001-05-03T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-03T00:00:00Z,,,,,,,10,,,,,,,,,,,53.4795508420136,,2001-10-31T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,V1TS001,Tl,0.3,2001-05-01T00:00:00Z,2-APP001.53,1,2001-05-02T00:00:00Z,2001-05-03T00:00:00Z,SED,001,S,R,1,V1TS001,2001-05-03T00:00:00Z,2001-10-01T00:00:00Z,10,2001-06-30T00:00:00Z,53.4795508420136,,2001-10-31T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2001-10-31T00:00:00Z,,0.3,0.3
V1TS001,2001-05-01T00:00:00Z,2-APP001.53,1,2001-05-02T00:00:00Z,2001-05-03T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-03T00:00:00Z,,,,,,,10,,,,,,,,,,,53.4795508420136,,2001-10-31T00:00:00Z,1,155,,7440-66-6,,RICE,,,,155,,,,155,,,V1TS001,Zn,155,2001-05-01T00:00:00Z,2-APP001.53,1,2001-05-02T00:00:00Z,2001-05-03T00:00:00Z,SED,001,S,R,1,V1TS001,2001-05-03T00:00:00Z,2001-10-01T00:00:00Z,10,2001-06-30T00:00:00Z,53.4795508420136,,2001-10-31T00:00:00Z,1,155,7440-66-6,7440-66-6,RICE,2001-10-31T00:00:00Z,,155,155
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.17,,7429-90-5,,RICE,,,,0.17,,,,0.17,,,V1TS002,Al,0.17,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.17,7429-90-5,7429-90-5,RICE,2001-11-09T00:00:00Z,,0.17,0.17
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.02,,7440-22-4,,RICE,,,,0.02,,,,0.02,,,V1TS002,Ag,0.02,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.02,7440-22-4,7440-22-4,RICE,2001-11-09T00:00:00Z,,0.02,0.02
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.5,,7440-38-2,,RICE,,,,0.5,,,,0.5,,,V1TS002,As,0.5,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.5,7440-38-2,7440-38-2,RICE,2001-11-09T00:00:00Z,,0.5,0.5
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.01,,7440-43-9,,RICE,,,,0.01,,,,0.01,,,V1TS002,Cd,0.01,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.01,7440-43-9,7440-43-9,RICE,2001-11-09T00:00:00Z,,0.01,0.01
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,4.9,,7440-47-3,,RICE,,,,4.9,,,,4.9,,,V1TS002,Cr,4.9,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,4.9,7440-47-3,7440-47-3,RICE,2001-11-09T00:00:00Z,,4.9,4.9
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,23,,7440-50-8,,RICE,,,,23,,,,23,,,V1TS002,Cu,23,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,23,7440-50-8,7440-50-8,RICE,2001-11-09T00:00:00Z,,23,23
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.023,,7439-97-6,,RICE,,,,0.023,,,,0.023,,,V1TS002,Hg,0.023,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.023,7439-97-6,7439-97-6,RICE,2001-11-09T00:00:00Z,,0.023,0.023
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,1.3,,7440-02-0,,RICE,,,,1.3,,,,1.3,,,V1TS002,Ni,1.3,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,1.3,7440-02-0,7440-02-0,RICE,2001-11-09T00:00:00Z,,1.3,1.3
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,2.2,,7439-92-1,,RICE,,,,2.2,,,,2.2,,,V1TS002,Pb,2.2,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,2.2,7439-92-1,7439-92-1,RICE,2001-11-09T00:00:00Z,,2.2,2.2
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.5,,7440-36-0,,RICE,,,,0.5,,,,0.5,,,V1TS002,Sb,0.5,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.5,7440-36-0,7440-36-0,RICE,2001-11-09T00:00:00Z,,0.5,0.5
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.58,,7782-49-2,,RICE,,,,0.58,,,,0.58,,,V1TS002,Se,0.58,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.58,7782-49-2,7782-49-2,RICE,2001-11-09T00:00:00Z,,0.58,0.58
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,0.3,,7440-28-0,,RICE,,,,0.3,,,,0.3,,,V1TS002,Tl,0.3,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,0.3,7440-28-0,7440-28-0,RICE,2001-11-09T00:00:00Z,,0.3,0.3
V1TS002,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-12T00:00:00Z,,,,,,,10,,,,,,,,,,,29.8637733281607,,2001-11-09T00:00:00Z,1,21,,7440-66-6,,RICE,,,,21,,,,21,,,V1TS002,Zn,21,2001-05-10T00:00:00Z,2-APP028.58,2,2001-05-11T00:00:00Z,2001-05-12T00:00:00Z,SED,001,S,R,1,V1TS002,2001-05-12T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-09T00:00:00Z,29.8637733281607,,2001-11-09T00:00:00Z,1,21,7440-66-6,7440-66-6,RICE,2001-11-09T00:00:00Z,,21,21
V1TS003,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-31T00:00:00Z,,,,,,,10,,,,,,,,,,,24.1838592596932,,2001-11-28T00:00:00Z,1,1.4,,7429-90-5,,RICE,,,,1.4,,,,1.4,,,V1TS003,Al,1.4,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,SED,001,S,R,1,V1TS003,2001-05-31T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-28T00:00:00Z,24.1838592596932,,2001-11-28T00:00:00Z,1,1.4,7429-90-5,7429-90-5,RICE,2001-11-28T00:00:00Z,,1.4,1.4
V1TS003,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-31T00:00:00Z,,,,,,,10,,,,,,,,,,,24.1838592596932,,2001-11-28T00:00:00Z,1,0.21,,7440-22-4,,RICE,,,,0.21,,,,0.21,,,V1TS003,Ag,0.21,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,SED,001,S,R,1,V1TS003,2001-05-31T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-28T00:00:00Z,24.1838592596932,,2001-11-28T00:00:00Z,1,0.21,7440-22-4,7440-22-4,RICE,2001-11-28T00:00:00Z,,0.21,0.21
V1TS003,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-31T00:00:00Z,,,,,,,10,,,,,,,,,,,24.1838592596932,,2001-11-28T00:00:00Z,1,0.5,,7440-38-2,,RICE,,,,0.5,,,,0.5,,,V1TS003,As,0.5,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,SED,001,S,R,1,V1TS003,2001-05-31T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-28T00:00:00Z,24.1838592596932,,2001-11-28T00:00:00Z,1,0.5,7440-38-2,7440-38-2,RICE,2001-11-28T00:00:00Z,,0.5,0.5
V1TS003,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,,,,,SED,001,,,,,,S,,R,1,,2001-05-31T00:00:00Z,,,,,,,10,,,,,,,,,,,24.1838592596932,,2001-11-28T00:00:00Z,1,0.3,,7440-43-9,,RICE,,,,0.3,,,,0.3,,,V1TS003,Cd,0.3,2001-05-29T00:00:00Z,2-BLY000.65,4,2001-05-30T00:00:00Z,2001-05-31T00:00:00Z,SED,001,S,R,1,V1TS003,2001-05-31T00:00:00Z,2001-10-01T00:00:00Z,10,2001-07-28T00:00:00Z,24.1838592596932,,2001-11-28T00:00:00Z,1,0.3,7440-43-9,7440-43-9,RICE,2001-11-28T00:00:00Z,,0.3,0.3
